date,Tav,Tmax,Tmin,Rain,SolarRad
01/01/1951,0.699999988,1.799999952,-5.800000191,4.4,1.624319934
02/01/1951,0.300000012,1.600000024,-1.899999976,3.6,1.831680066
03/01/1951,0.5,1.600000024,-1.399999976,11.4,2.134080066
04/01/1951,0.300000012,2.200000048,-2.5,0,2.609280066
05/01/1951,4,6,0.200000003,4.2,1.546559967
06/01/1951,4.400000095,6.900000095,1.299999952,0,2.237759967
07/01/1951,5,6.599999905,2.299999952,1,3.335039868
08/01/1951,3.799999952,6,2.299999952,5.6,3.5856
09/01/1951,2.400000095,5.800000191,0,1,3.767039868
10/01/1951,0.5,4.800000191,-3.200000048,0.1,4.043519934
11/01/1951,6.5,8.699999809,-0.200000003,0,2.125440033
12/01/1951,3.200000048,7,1.200000048,1.7,1.693440033
13/01/1951,3.099999905,4.400000095,0.600000024,1.1,2.712959967
14/01/1951,4.400000095,6.300000191,1.899999976,0,4.466880066
15/01/1951,3,7.699999809,1.299999952,0,1.676159967
16/01/1951,2.200000048,3.900000095,0.100000001,19.2,2.790719934
17/01/1951,2.099999905,4.400000095,-0.600000024,0,1.347840033
18/01/1951,4.5,6.699999809,3.299999952,15.8,1.753919934
19/01/1951,3.299999952,4.400000095,2.599999905,12.3,2.185919934
20/01/1951,7,8.100000381,3.099999905,19.6,0.648
21/01/1951,2.299999952,6.400000095,1.600000024,9.4,1.175040033
22/01/1951,4,5.800000191,0.800000012,3.7,1.140479984
23/01/1951,4.099999905,5.300000191,3.200000048,1.9,1.9872
24/01/1951,3.099999905,4.400000095,1.399999976,1.7,2.298240033
25/01/1951,1.399999976,3.599999905,0.600000024,0,2.168640033
26/01/1951,1.399999976,2.5,0,0,2.903039868
27/01/1951,2.400000095,3.400000095,1.299999952,0.1,2.756159967
28/01/1951,2.299999952,3.299999952,1,0,2.16
29/01/1951,1.700000048,3.099999905,1,0,2.134080066
30/01/1951,1.700000048,2.900000095,0.600000024,0,2.341440033
31/01/1951,1.600000024,2.5,0.699999988,0,2.5056
01/02/1951,2.599999905,4.099999905,1.100000024,0,2.436480066
02/02/1951,2.5,4.5,1.399999976,0,3.732480066
03/02/1951,1.100000024,4.300000191,-0.5,0,3.905280066
04/02/1951,3.700000048,7.300000191,-0.300000012,0.2,4.631039868
05/02/1951,3.5,5.5,1.899999976,6,2.911680066
06/02/1951,3.200000048,5.599999905,-0.200000003,7.2,4.259519934
07/02/1951,3.099999905,7,-0.200000003,0,8.3376
08/02/1951,4.5,6.800000191,-0.600000024,0,3.4992
09/02/1951,6.099999905,9.899999619,3.400000095,0,3.222719934
10/02/1951,4.400000095,6.800000191,2.599999905,0.1,3.965760132
11/02/1951,4,6.400000095,1.399999976,0,3.335039868
12/02/1951,4.5,9.300000191,1.299999952,0.4,6.505920264
13/02/1951,2.900000095,5.5,0.300000012,0.6,3.5424
14/02/1951,4.800000191,7.699999809,1.600000024,0,5.564160132
15/02/1951,2.5,5.699999809,0.5,0,3.922560132
16/02/1951,0.800000012,5.699999809,-2.099999905,2.8,5.564160132
17/02/1951,5.599999905,7.900000095,-2.299999952,0,3.896639868
18/02/1951,3.099999905,8.300000191,0.899999976,16.1,10.14336013
19/02/1951,2.5,5.300000191,-0.300000012,0,3.654719934
20/02/1951,4.300000191,6.400000095,1.799999952,12,6.264
21/02/1951,3.299999952,8.100000381,1.899999976,5.2,5.192639868
22/02/1951,2.799999952,6.300000191,0.800000012,6.2,5.840639868
23/02/1951,2.099999905,5.199999809,0.800000012,4.1,6.281279736
24/02/1951,2.200000048,6,-1.700000048,4.3,9.002879736
25/02/1951,1.899999976,5.199999809,0.300000012,0,4.605119934
26/02/1951,0.699999988,5.5,-2.099999905,2.8,8.372160132
27/02/1951,0.5,2.900000095,-1.700000048,6.6,4.674239868
28/02/1951,-0.400000006,1.899999976,-3,2,7.344
01/03/1951,-0.600000024,1,-2,0.2,5.123519934
02/03/1951,-1.100000024,1,-2.299999952,2.1,4.527360132
03/03/1951,-2.099999905,0.200000003,-4.199999809,2.3,5.538239868
04/03/1951,-1.899999976,1.5,-5.199999809,0,12.62304053
05/03/1951,-0.400000006,4.5,-4.599999905,0,9.037439868
06/03/1951,0.200000003,8.5,-4.900000095,0,13.38335947
07/03/1951,2.400000095,7.900000095,-4.199999809,0,12.23424053
08/03/1951,2.599999905,4.800000191,0.100000001,0,3.335039868
09/03/1951,-0.100000001,3,-1,0.5,3.697919934
10/03/1951,2.200000048,5.5,-1.100000024,0.8,5.201280066
11/03/1951,3.299999952,5.5,-0.899999976,0,5.382719934
12/03/1951,5.800000191,10.19999981,3.299999952,2.8,11.60352026
13/03/1951,8.100000381,11.89999962,-0.200000003,5.5,6.376320264
14/03/1951,6.699999809,10.60000038,3.799999952,9.4,10.44576013
15/03/1951,5.900000095,10.60000038,3.299999952,1.4,11.97504053
16/03/1951,8.100000381,13.30000019,-0.200000003,4.2,13.18464053
17/03/1951,13.5,16.29999924,7.900000095,11,6.9552
18/03/1951,9.300000191,13.5,7.300000191,6,5.771520264
19/03/1951,7.400000095,11.30000019,5.599999905,10.8,7.629120264
20/03/1951,2.5,6.199999809,1.200000048,6.4,9.3312
21/03/1951,0.600000024,4.5,-1.5,0,17.08992026
22/03/1951,3.099999905,6.599999905,-2.400000095,0,7.024320264
23/03/1951,11.10000038,14.60000038,3,7.6,7.663679736
24/03/1951,3,13.89999962,1.299999952,0.3,8.8128
25/03/1951,0.800000012,3.799999952,-1.100000024,5,12.3984
26/03/1951,1.799999952,3.5,-1.899999976,6.4,6.315839868
27/03/1951,5,7.400000095,2.400000095,6.9,4.8816
28/03/1951,1.600000024,6.199999809,-1,5.6,15.71615947
29/03/1951,1.600000024,5.400000095,-2.400000095,2.2,12.03552026
30/03/1951,4.300000191,8.5,-1.299999952,1.5,10.73952026
31/03/1951,3.400000095,8.199999809,0.899999976,1.6,9.097920264
01/04/1951,6,9.399999619,0.300000012,2.3,8.648639868
02/04/1951,5.599999905,9.399999619,3.599999905,1.4,12.5712
03/04/1951,4.699999809,9.5,2.5,5.4,13.96224053
04/04/1951,7.400000095,12.19999981,-0.600000024,3,19.25855947
05/04/1951,8.199999809,13.19999981,5.900000095,1.3,10.78272026
06/04/1951,9.899999619,15.10000038,0.699999988,6.3,16.16544053
07/04/1951,10.30000019,16.29999924,6.599999905,0,11.448
08/04/1951,4.800000191,8.899999619,3.299999952,5.9,13.29695947
09/04/1951,5.400000095,8.899999619,2.599999905,4.9,8.043839868
10/04/1951,5.300000191,9.699999809,3.599999905,5.4,17.66015947
11/04/1951,4,9,1.5,0,15.43967974
12/04/1951,5.400000095,10.10000038,-0.200000003,0.5,18.16992026
13/04/1951,7,11.39999962,0.800000012,3,8.519039868
14/04/1951,4.599999905,8.699999809,3,2.1,16.5456
15/04/1951,4.300000191,9.100000381,1,0.1,19.03392026
16/04/1951,9.899999619,17.60000038,-0.5,0,22.92191895
17/04/1951,9.699999809,15.69999981,4.599999905,0,20.10527974
18/04/1951,11.10000038,17.10000038,3.400000095,0,18.84384053
19/04/1951,12.19999981,18.39999962,8.600000381,1.1,15.8976
20/04/1951,7.400000095,11.10000038,6.300000191,0,6.4368
21/04/1951,7.900000095,13.60000038,4.800000191,0.3,18.80064053
22/04/1951,7.599999905,12.69999981,1.200000048,0,23.01695947
23/04/1951,9.899999619,16.10000038,0.600000024,0,23.99328105
24/04/1951,13.30000019,19.5,4.199999809,0,24.31295947
25/04/1951,16.29999924,24.20000076,6.599999905,0,24.09695947
26/04/1951,15.30000019,20.60000038,9.100000381,0,12.73535947
27/04/1951,10.60000038,15.10000038,9.399999619,0.2,6.799679736
28/04/1951,5.300000191,10.39999962,3.599999905,18.3,9.607679736
29/04/1951,3.900000095,7.199999809,0.899999976,0,13.0464
30/04/1951,6,10.89999962,0.5,0,16.52832026
01/05/1951,11.10000038,17.39999962,0.600000024,0,24.07104053
02/05/1951,13.80000019,20.60000038,5.300000191,0,21.70367974
03/05/1951,14.80000019,21.10000038,7.900000095,0,20.76192026
04/05/1951,12.39999962,18.39999962,7.699999809,0,16.81344053
05/05/1951,11.80000019,17.89999962,6.900000095,1.5,21.5136
06/05/1951,14.19999981,20,7,0,23.4144
07/05/1951,12.80000019,18.39999962,9.5,0,13.03775947
08/05/1951,12.30000019,18,8.199999809,2,16.5888
09/05/1951,11.60000038,15.60000038,8.699999809,0.4,13.57344053
10/05/1951,11.10000038,14,9.199999809,4.1,8.3808
11/05/1951,9.800000191,14,7,0.8,22.13568105
12/05/1951,9.399999619,14.69999981,5.400000095,0,21.70367974
13/05/1951,12.5,17.10000038,5.199999809,0,21.0384
14/05/1951,8.5,13.10000038,7.099999905,1.8,10.26432026
15/05/1951,7.800000191,10.30000019,6.400000095,0.1,10.90367974
16/05/1951,7.800000191,10.60000038,6.400000095,1.7,9.063360132
17/05/1951,10.69999981,15.60000038,5.699999809,9.1,13.9968
18/05/1951,12.10000038,18.10000038,8.100000381,0.7,17.86752026
19/05/1951,16,21.89999962,8,0,23.86368105
20/05/1951,15.10000038,20,10.30000019,0,21.73824053
21/05/1951,13.69999981,19.70000076,11.10000038,0,14.65344053
22/05/1951,13.39999962,19.39999962,7,1.6,13.7808
23/05/1951,16.79999924,23.60000038,7.099999905,0,21.73824053
24/05/1951,21,27.70000076,9.600000381,0,25.52255947
25/05/1951,19.10000038,25.79999924,14.5,0,20.14847974
26/05/1951,17.39999962,24.10000038,11.89999962,0,14.5152
27/05/1951,11.89999962,15.80000019,10.89999962,27.1,8.2944
28/05/1951,12.80000019,18,9.199999809,3.6,21.82464053
29/05/1951,12.30000019,17.39999962,7,0,14.9472
30/05/1951,11.60000038,15.19999981,7.599999905,4.1,13.01184053
31/05/1951,14.69999981,18.89999962,8.199999809,0,22.5936
01/06/1951,11.30000019,14.80000019,9.699999809,0,8.000639868
02/06/1951,13.5,17.89999962,10.69999981,7.7,17.51327974
03/06/1951,14.80000019,19.70000076,8,0.9,19.008
04/06/1951,15.39999962,19,10.60000038,0,12.77855947
05/06/1951,16.29999924,20.29999924,11.5,1.7,21.63455947
06/06/1951,15.80000019,20.10000038,12.89999962,4,17.15904053
07/06/1951,16.20000076,20.89999962,9.399999619,2.1,27.20735947
08/06/1951,16.39999962,22.89999962,10,0,21.15072026
09/06/1951,16.79999924,21.89999962,13.80000019,18.1,21.59135947
10/06/1951,12.89999962,17.60000038,10.69999981,1.5,19.51775947
11/06/1951,15.39999962,20.20000076,7.599999905,5.8,20.68415947
12/06/1951,17.39999962,24.29999924,9.899999619,2.1,21.15935947
13/06/1951,16,20.29999924,12.19999981,6.1,20.87424053
14/06/1951,19.70000076,25.60000038,9.800000191,0,28.37375947
15/06/1951,20,25.89999962,14.10000038,0,18.42047974
16/06/1951,17.79999924,22,15.39999962,0.9,11.86272026
17/06/1951,19,24,14.39999962,2,18.5328
18/06/1951,15.89999962,22.89999962,12.60000038,12.2,10.85183987
19/06/1951,13.69999981,17.20000076,9.300000191,19.1,13.392
20/06/1951,16,21,10.69999981,3.4,25.7472
21/06/1951,19,23.5,11.60000038,0,26.9568
22/06/1951,18.20000076,23.10000038,13.30000019,0.8,13.02047974
23/06/1951,16.5,21.79999924,14.10000038,18.1,16.58015947
24/06/1951,13.5,16.5,11.80000019,7.5,12.01824053
25/06/1951,13.80000019,17.70000076,12,5.2,15.71615947
26/06/1951,13.60000038,17.20000076,9.899999619,0.5,12.49344053
27/06/1951,13.10000038,16.39999962,10.89999962,1.2,11.4048
28/06/1951,14.89999962,19.5,11.39999962,18.3,14.07455947
29/06/1951,13.89999962,18.29999924,10.80000019,0.1,19.49184053
30/06/1951,14.5,19.10000038,6.699999809,0,26.94815947
01/07/1951,15.5,20.29999924,7.199999809,0,26.29151895
02/07/1951,18,23.89999962,9.600000381,0,26.38655947
03/07/1951,20.29999924,26.20000076,12.10000038,0,25.72991895
04/07/1951,20.89999962,26.20000076,13.19999981,0,24.70175947
05/07/1951,13.19999981,19.5,10.60000038,0,18.41184053
06/07/1951,16.29999924,22.20000076,6.5,0,21.99744053
07/07/1951,19.29999924,26,10.10000038,0,24.71904053
08/07/1951,20.89999962,26.79999924,13.5,0.2,21.2976
09/07/1951,18.89999962,22.79999924,16.29999924,5.5,14.01407974
10/07/1951,21.5,26.89999962,14.5,0.3,25.91135947
11/07/1951,20.89999962,28.89999962,15.89999962,0,17.9712
12/07/1951,19.29999924,24,14.69999981,1.7,24.05375947
13/07/1951,20.29999924,25.60000038,12.80000019,0,19.45727974
14/07/1951,19.29999924,24.79999924,14.19999981,0,11.30975947
15/07/1951,16.70000076,22.70000076,13.5,0.6,11.25792026
16/07/1951,13.60000038,15.89999962,11.69999981,7,6.963839868
17/07/1951,17.10000038,22.39999962,9.600000381,0,24.73631895
18/07/1951,20.29999924,25,11.19999981,0,24.34751895
19/07/1951,17.20000076,22.79999924,14.30000019,0,20.63232026
20/07/1951,18.79999924,23.20000076,10.89999962,0,15.94944053
21/07/1951,17.5,22.29999924,13.10000038,0,22.64544053
22/07/1951,21.20000076,26.89999962,10.60000038,0,24.16608105
23/07/1951,16.79999924,22.29999924,14.89999962,2.9,13.77215947
24/07/1951,14.60000038,17.5,13.10000038,11.7,10.39392026
25/07/1951,13.60000038,15.19999981,11.89999962,0,9.2016
26/07/1951,15.39999962,18.70000076,12.89999962,0.1,11.84544053
27/07/1951,16.89999962,22.60000038,11.30000019,0,18.15264053
28/07/1951,19.39999962,26.10000038,10.80000019,0,24.61535947
29/07/1951,22.29999924,28.29999924,14,0,21.34944053
30/07/1951,22.29999924,27,16.20000076,0,19.90655947
31/07/1951,25.39999962,31.20000076,16.79999924,0,22.22208105
01/08/1951,23.29999924,30.70000076,17.89999962,0,18.47232026
02/08/1951,22.29999924,28.70000076,16.60000038,0.1,16.87392026
03/08/1951,21.29999924,28.89999962,17.5,0,19.17215947
04/08/1951,17.89999962,23.20000076,16.29999924,30.3,12.42432026
05/08/1951,16.79999924,22,14.5,8.5,18.42912026
06/08/1951,19.89999962,26.89999962,12.39999962,0,22.39488105
07/08/1951,19.10000038,23.10000038,15.80000019,5.2,13.9536
08/08/1951,16.20000076,19,14.69999981,4.4,8.951039868
09/08/1951,14.5,17.29999924,13.30000019,8.9,10.44576013
10/08/1951,14.89999962,20.10000038,11.89999962,7.9,14.93855947
11/08/1951,16.29999924,20.60000038,12.89999962,0,18.19584053
12/08/1951,16.89999962,23.20000076,11.5,0,17.25407974
13/08/1951,16.5,20.60000038,13.39999962,4.8,17.87615947
14/08/1951,14.30000019,18.5,10.5,0.2,19.06847974
15/08/1951,14.89999962,21.10000038,7.5,0,19.76832026
16/08/1951,16.39999962,20.60000038,10.89999962,0,13.84127974
17/08/1951,16.10000038,21.79999924,9.800000191,0,17.04672026
18/08/1951,17.39999962,24.5,11.69999981,0,19.41407974
19/08/1951,19.79999924,25.5,10.89999962,0,20.45952026
20/08/1951,15.19999981,20.10000038,13.5,0,5.780160132
21/08/1951,14.30000019,16.20000076,13,18.1,7.395839868
22/08/1951,16.39999962,20.20000076,12.89999962,2.6,14.04
23/08/1951,17.10000038,21.70000076,11.60000038,0,11.97504053
24/08/1951,17.20000076,24,10.60000038,0,19.50047974
25/08/1951,17.20000076,22.5,11.39999962,0,13.0896
26/08/1951,17.79999924,22,14.30000019,0.1,15.80255947
27/08/1951,16.39999962,20.20000076,12.60000038,0.4,14.84352026
28/08/1951,19.60000038,25.60000038,13.5,2.2,16.5456
29/08/1951,21.29999924,28,13.5,0,19.92384053
30/08/1951,20.39999962,29.70000076,15,0,19.1808
31/08/1951,15,18.60000038,14,1.8,6.419520264
01/09/1951,14.89999962,19.5,12.19999981,11.3,18.1872
02/09/1951,14.80000019,18.5,12.80000019,0.1,11.37887974
03/09/1951,14.39999962,17.60000038,12.60000038,21.9,9.8496
04/09/1951,15.69999981,21.70000076,8.199999809,0.6,17.91935947
05/09/1951,18.29999924,24.10000038,10.5,0,20.5632
06/09/1951,19.60000038,26,13,0,19.56095947
07/09/1951,20.39999962,27,13.60000038,0,19.08575947
08/09/1951,19.60000038,24.10000038,16.20000076,0,11.9232
09/09/1951,19.70000076,23.79999924,15.60000038,0,14.15232026
10/09/1951,19.5,24.60000038,15.89999962,0,14.32512026
11/09/1951,20.10000038,26.5,13.60000038,0,15.12864053
12/09/1951,21,28,15.10000038,0,16.0704
13/09/1951,23,27.79999924,15.5,0,12.7008
14/09/1951,14.60000038,23.60000038,12,8.1,10.82592026
15/09/1951,14.89999962,20.89999962,6.5,0,15.34464053
16/09/1951,15.80000019,22,12.69999981,1.3,10.29023987
17/09/1951,11.60000038,17.70000076,9.199999809,3.5,10.92096013
18/09/1951,11.69999981,16.20000076,5.5,0,14.97312026
19/09/1951,11.10000038,15.39999962,9.600000381,0.2,6.8688
20/09/1951,9.199999809,14.80000019,6.900000095,1,10.96416013
21/09/1951,8.899999619,15.5,2.700000048,0,15.64704053
22/09/1951,11.89999962,19.29999924,3.599999905,0,16.69247974
23/09/1951,13.10000038,17.20000076,6.800000191,0,8.311679736
24/09/1951,12.60000038,17.70000076,10,16.5,14.26464053
25/09/1951,13.5,19.89999962,5.599999905,0,14.9904
26/09/1951,12.30000019,16.79999924,9.800000191,0,6.756479736
27/09/1951,11.89999962,18.29999924,8.100000381,2,10.22976013
28/09/1951,12.19999981,15.80000019,7.099999905,0,5.477760132
29/09/1951,14.19999981,17.5,10.60000038,1.2,8.951039868
30/09/1951,13.39999962,16.60000038,11.89999962,0.1,5.417280066
01/10/1951,13.69999981,14.69999981,11.69999981,0,3.447360132
02/10/1951,12.80000019,14.69999981,10.60000038,0,4.0608
03/10/1951,11.60000038,17,8,0,13.92767974
04/10/1951,10.39999962,16.79999924,5.400000095,0,14.54975947
05/10/1951,9.800000191,16.39999962,4.300000191,0,13.70304053
06/10/1951,10.30000019,16.39999962,5.300000191,0,13.61664053
07/10/1951,6.400000095,12.30000019,3.400000095,0,12.96
08/10/1951,6.599999905,13.39999962,-0.100000001,0,13.84127974
09/10/1951,7.599999905,14,2.099999905,0,13.65984053
10/10/1951,6.300000191,13.30000019,0.400000006,0,13.87584053
11/10/1951,5,11.10000038,-0.899999976,0,13.0896
12/10/1951,5.599999905,13.5,-1.200000048,0,12.79584053
13/10/1951,8.100000381,16.60000038,0.400000006,0,11.45664053
14/10/1951,9,16.20000076,2.700000048,0,12.0096
15/10/1951,7.599999905,14,1.799999952,0,12.55392026
16/10/1951,7.5,14.89999962,0.800000012,0,12.56255947
17/10/1951,5.800000191,13.5,0.100000001,0,11.59487974
18/10/1951,6.300000191,11.5,1.399999976,0,6.186239868
19/10/1951,8,14.39999962,2.599999905,0,9.581760132
20/10/1951,8.699999809,13.89999962,4.199999809,0,8.130239868
21/10/1951,8.600000381,14.30000019,4.199999809,0,6.384960132
22/10/1951,7.800000191,10,4.599999905,0.9,3.551039868
23/10/1951,4.800000191,7.300000191,3.400000095,3.7,4.052160132
24/10/1951,7,7.800000191,4.400000095,4,1.529280066
25/10/1951,9.199999809,10.89999962,7.599999905,0.6,3.551039868
26/10/1951,8.800000191,10.39999962,6.699999809,0,2.954880066
27/10/1951,7.900000095,12.80000019,4.400000095,0,8.968320264
28/10/1951,7.199999809,13.60000038,0.800000012,0,5.866560132
29/10/1951,8.300000191,14.89999962,3.799999952,0,7.266239868
30/10/1951,9.100000381,12.5,4.199999809,0,3.5856
31/10/1951,9.5,12.30000019,7.900000095,3,3.0672
01/11/1951,5.300000191,8.699999809,3.900000095,18.3,2.600640033
02/11/1951,6.400000095,9.5,4,18.3,4.268160132
03/11/1951,5.699999809,8.800000191,3.400000095,2.5,4.164480066
04/11/1951,5.400000095,9.300000191,2,3.2,7.076160132
05/11/1951,6.599999905,9.800000191,3.799999952,0,3.913919934
06/11/1951,7,10.19999981,3.5,0,2.920319934
07/11/1951,9.399999619,14.5,5.699999809,7.2,5.719679736
08/11/1951,8.800000191,11.39999962,6.199999809,0.1,2.626559967
09/11/1951,10.10000038,14.5,5.900000095,2.8,6.117120264
10/11/1951,8.699999809,11.69999981,5.800000191,0,2.704319934
11/11/1951,9.699999809,14.10000038,6.900000095,0.1,6.151679736
12/11/1951,8.399999619,10.39999962,7.400000095,15.1,1.995840033
13/11/1951,8.100000381,10.69999981,6.900000095,16.7,3.8016
14/11/1951,7.5,8.199999809,6.5,3.1,2.151359967
15/11/1951,6.599999905,9,5.099999905,10.8,3.335039868
16/11/1951,6.599999905,11.10000038,4.400000095,0,2.0736
17/11/1951,8.100000381,11,3.400000095,0,1.892159967
18/11/1951,8.899999619,11.10000038,6.400000095,3.3,2.056319934
19/11/1951,5.5,10.80000019,3.099999905,0.1,1.926719934
20/11/1951,6.699999809,8.699999809,3.200000048,1.8,2.298240033
21/11/1951,6.699999809,8.899999619,4.900000095,0.7,1.995840033
22/11/1951,5,7,3.900000095,3.7,2.833919934
23/11/1951,5.5,7.099999905,4,1,2.324159967
24/11/1951,10.80000019,12.5,5.199999809,5.7,1.131840033
25/11/1951,8.699999809,11.60000038,6.599999905,9,1.373759967
26/11/1951,3.200000048,8,1,7.7,5.866560132
27/11/1951,1.799999952,5.599999905,-1.100000024,0,5.806079736
28/11/1951,2.5,5.5,-2,0,3.421439868
29/11/1951,2.799999952,5.199999809,0.899999976,3.6,2.272319934
30/11/1951,5.099999905,6.199999809,2.200000048,2.2,1.304640033
01/12/1951,5,5.900000095,4.199999809,0.9,1.978559967
02/12/1951,4.300000191,5.300000191,3,0,1.572480066
03/12/1951,2.5,5.300000191,1,1.7,2.9376
04/12/1951,3.400000095,5.300000191,-0.300000012,0.1,1.615680066
05/12/1951,5,7.099999905,3.099999905,3.9,1.710719934
06/12/1951,5,7.599999905,0,0,1.805759967
07/12/1951,1.5,7.5,-0.200000003,5.1,3.654719934
08/12/1951,3.400000095,5.900000095,-0.5,0,2.445119934
09/12/1951,6.400000095,8.199999809,2.5,7.3,1.486080066
10/12/1951,2.099999905,6.5,0.800000012,5.1,3.481919934
11/12/1951,0,4.300000191,-2.099999905,1.3,3.957119934
12/12/1951,-3.400000095,-0.100000001,-5.900000095,0,2.0736
13/12/1951,-4.099999905,-0.899999976,-6.599999905,0,2.384640033
14/12/1951,-4.400000095,-2,-7.099999905,0,2.2896
15/12/1951,-1.200000048,2.599999905,-7.099999905,0,2.315519934
16/12/1951,3.5,5.599999905,-1.5,0,1.3392
17/12/1951,4.099999905,6.199999809,0.5,0.8,1.278720016
18/12/1951,1.399999976,4.900000095,0.100000001,0.8,2.410559967
19/12/1951,-0.400000006,3.5,-2.700000048,0.5,2.2464
20/12/1951,-0.699999988,0.600000024,-1.899999976,0,2.522880066
21/12/1951,-1.299999952,1.200000048,-2.299999952,0,2.410559967
22/12/1951,-2.299999952,-0.699999988,-3.200000048,0,2.808
23/12/1951,-2.099999905,-0.100000001,-3.5,0,2.255040033
24/12/1951,-1.5,0.100000001,-4.599999905,0,2.185919934
25/12/1951,6.5,7.599999905,-1.899999976,2.1,1.546559967
26/12/1951,4.5,7.900000095,2.799999952,21.2,2.341440033
27/12/1951,3.099999905,5,1.399999976,0.9,1.6416
28/12/1951,2.5,5.199999809,1.100000024,0.6,1.728
29/12/1951,-0.5,3.5,-2.400000095,0,4.8816
30/12/1951,2,3.299999952,-2.599999905,0,1.719359967
31/12/1951,3.299999952,4.599999905,1.799999952,3.3,1.226879984
01/01/1952,3.700000048,8.5,1.899999976,19.4,3.576960132
02/01/1952,4.800000191,6.800000191,0.600000024,7.3,2.108159967
03/01/1952,2.299999952,8.199999809,1.200000048,8.7,1.840319934
04/01/1952,0.800000012,1.899999976,-0.600000024,5.8,2.730240033
05/01/1952,1.700000048,2.700000048,-0.400000006,1.4,1.218240033
06/01/1952,-0.5,3.5,-2.5,2,3.680639868
07/01/1952,-1.799999952,0.400000006,-4.599999905,0,2.410559967
08/01/1952,-1.299999952,0.5,-3.200000048,0,1.978559967
09/01/1952,2.799999952,6.5,-3,0.5,1.494719934
10/01/1952,3.400000095,4.099999905,1.100000024,11.7,1.823040033
11/01/1952,5,9.800000191,2.099999905,25.6,1.512
12/01/1952,1.799999952,3.599999905,0.400000006,17.2,2.730240033
13/01/1952,0.300000012,3.200000048,-1.5,7.1,4.855680066
14/01/1952,1.200000048,2.200000048,-1.600000024,3.6,1.728
15/01/1952,5.099999905,6.599999905,1.299999952,1.7,1.512
16/01/1952,5.099999905,8.199999809,2.900000095,1.9,3.162239868
17/01/1952,2.599999905,6.5,0,5.1,2.540159967
18/01/1952,0.5,1.700000048,-0.699999988,10.2,2.609280066
19/01/1952,-0.300000012,1,-1.100000024,7.5,2.255040033
20/01/1952,-1.600000024,1,-3.5,9.1,4.2336
21/01/1952,-0.800000012,0.400000006,-3.400000095,0,1.7712
22/01/1952,-0.400000006,0.600000024,-1,1.7,2.341440033
23/01/1952,-2.200000048,0.200000003,-3.5,0,1.995840033
24/01/1952,-5.099999905,-2.700000048,-6.199999809,0,2.730240033
25/01/1952,-5.400000095,-4.400000095,-6.400000095,0,2.350080066
26/01/1952,-3.200000048,-1.799999952,-6.099999905,0.1,2.5488
27/01/1952,-2.299999952,-0.800000012,-5.599999905,2,2.825280066
28/01/1952,-4.300000191,-1.799999952,-6.400000095,0.6,4.691519934
29/01/1952,-1.700000048,-0.5,-7.800000191,4.5,2.6784
30/01/1952,-0.200000003,1.899999976,-1.200000048,0,2.972160132
31/01/1952,0.800000012,2.299999952,-2.099999905,0,2.436480066
01/02/1952,0.800000012,2.299999952,-0.800000012,5.9,4.397760132
02/02/1952,-0.300000012,2.5,-1.799999952,15,3.5424
03/02/1952,0.100000001,2.099999905,-1.700000048,23.2,3.5856
04/02/1952,0.100000001,2,-4.099999905,0.6,3.1536
05/02/1952,0,2.099999905,-1.799999952,2.6,5.132160132
06/02/1952,-0.400000006,1,-3.099999905,0.1,3.170880066
07/02/1952,1.399999976,2.299999952,-1,3.7,2.194559967
08/02/1952,1.700000048,4.099999905,0.400000006,3.5,4.207680066
09/02/1952,-0.400000006,1.299999952,-1.700000048,0.2,4.890239868
10/02/1952,-0.5,0.400000006,-2.299999952,0.9,3.983039868
11/02/1952,1.299999952,2.299999952,-0.699999988,35.2,3.386880066
12/02/1952,-3.200000048,1.600000024,-5.800000191,37.7,3.576960132
13/02/1952,-6.300000191,-2.5,-10,0,4.034880066
14/02/1952,-6.5,-2.400000095,-11.5,0.3,3.689280066
15/02/1952,-5.5,-2.400000095,-11.89999962,0,8.847360132
16/02/1952,-4.800000191,-1.899999976,-8.800000191,0,8.449920264
17/02/1952,-2.599999905,-0.600000024,-7.699999809,0,3.533760132
18/02/1952,-1.700000048,0.200000003,-3.5,0,3.862080066
19/02/1952,0.300000012,2.799999952,-3.200000048,0.3,4.095360132
20/02/1952,2.299999952,3.5,0.400000006,0.1,2.6784
21/02/1952,2.799999952,4.099999905,2,0.4,3.1536
22/02/1952,1.200000048,4.400000095,-0.600000024,0.3,3.9744
23/02/1952,-0.400000006,1.200000048,-2.599999905,0,5.719679736
24/02/1952,1.5,4.5,-2.200000048,0,5.952960132
25/02/1952,4.800000191,6.599999905,0.800000012,0,3.162239868
26/02/1952,4,9,0.400000006,0,10.29023987
27/02/1952,3.299999952,8.800000191,-1.100000024,0,10.96416013
28/02/1952,1.5,4.599999905,-1.899999976,0,3.706560132
29/02/1952,1.899999976,3,-0.300000012,0,3.4992
01/03/1952,3.599999905,6.5,1.700000048,2.5,5.520960132
02/03/1952,4.199999809,9,-0.699999988,0,7.058879736
03/03/1952,7.800000191,15.69999981,2.5,0,11.88864053
04/03/1952,9.899999619,15.39999962,3.099999905,0,11.86272026
05/03/1952,7.199999809,11.30000019,4.5,0,5.849279736
06/03/1952,4.099999905,8.600000381,1.700000048,5.6,6.48
07/03/1952,0.5,5.199999809,-2.900000095,0.1,13.7376
